offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
-5.175879396984926188e+02,2.000000000000000000e+02,-9.748092162499473261e+02,-9.748092162499473261e+02,-6.362982391478033151e+01,-6.362982391478033151e+01,-5.510514214417806755e+00,-1.001611405456126818e+03,-1.883080246420269077e+01,-1.883080246420269077e+01,-4.338395071594386643e+00
-5.276381909547740179e+02,2.000000000000000000e+02,-9.748091044177342610e+02,-9.748091044177342610e+02,-6.367789859506592620e+01,-6.367789859506592620e+01,-5.372045897211752852e+00,-1.001653948077189398e+03,-1.886937633114951041e+01,-1.886937633114951041e+01,-4.261247337700226012e+00
-5.376884422110554169e+02,2.000000000000000000e+02,-9.748090470747741847e+02,-9.748090470747741847e+02,-6.372370354694589167e+01,-6.372370354694589167e+01,-5.241053939415127871e+00,-1.001693444817145178e+03,-1.890615806763321416e+01,-1.890615806763321416e+01,-4.187683864733659611e+00
-5.477386934673368160e+02,2.000000000000000000e+02,-9.748090398056640424e+02,-9.748090398056640424e+02,-6.376737794086420763e+01,-6.376737794086420763e+01,-5.117043323874375105e+00,-1.001730121183069627e+03,-1.894125141126403378e+01,-1.894125141126403378e+01,-4.117497177471077130e+00
-5.577889447236182150e+02,2.000000000000000000e+02,-9.748090785340044704e+02,-9.748090785340044704e+02,-6.380905061593762184e+01,-6.380905061593762184e+01,-4.999556872118896322e+00,-1.001764184827996814e+03,-1.897475315562105180e+01,-1.897475315562105180e+01,-4.050493688757496713e+00
-5.678391959798996140e+02,2.000000000000000000e+02,-9.748091594947558178e+02,-9.748091594947558178e+02,-6.384884096349128413e+01,-6.384884096349128413e+01,-4.888172043700992120e+00,-1.001795827039806341e+03,-1.900675365577058074e+01,-1.900675365577058074e+01,-3.986492688459334577e+00
-5.778894472361810131e+02,2.000000000000000000e+02,-9.748092792090499188e+02,-9.748092792090499188e+02,-6.388685972705638960e+01,-6.388685972705638960e+01,-4.782498023961852418e+00,-1.001825224103828646e+03,-1.903733729666191721e+01,-1.903733729666191721e+01,-3.925325406676042572e+00
-5.879396984924624121e+02,2.000000000000000000e+02,-9.748094344612073883e+02,-9.748094344612073883e+02,-6.392320972723484829e+01,-6.392320972723484829e+01,-4.682173073778845840e+00,-1.001852538549336032e+03,-1.906658292673000688e+01,-1.906658292673000688e+01,-3.866834146539520400e+00
-5.979899497487438111e+02,2.000000000000000000e+02,-9.748096222777563753e+02,-9.748096222777563753e+02,-6.395798651895506737e+01,-6.395798651895506737e+01,-4.586862117119378190e+00,-1.001877920289461485e+03,-1.909456425900316390e+01,-1.909456425900316390e+01,-3.810871481993643339e+00
-6.080402010050252102e+02,2.000000000000000000e+02,-9.748098399082595051e+02,-9.748098399082595051e+02,-6.399127898784530544e+01,-6.399127898784530544e+01,-4.496254544362935590e+00,-1.001901507663426514e+03,-1.912135024196112454e+01,-1.912135024196112454e+01,-3.757299516077130974e+00
-6.180904522613066092e+02,2.000000000000000000e+02,-9.748100848078015588e+02,-9.748100848078015588e+02,-6.402316989185362672e+01,-6.402316989185362672e+01,-4.410062211330052051e+00,-1.001923428389360765e+03,-1.914700540229648595e+01,-1.914700540229648595e+01,-3.705989195405886338e+00
-6.281407035175880083e+02,2.000000000000000000e+02,-9.748103546209308661e+02,-9.748103546209308661e+02,-6.405373635350566985e+01,-6.405373635350566985e+01,-4.328017615802358442e+00,-1.001943800435326239e+03,-1.917159016162065654e+01,-1.917159016162065654e+01,-3.656819676758638948e+00
-6.381909547738694073e+02,2.000000000000000000e+02,-9.748106471669846087e+02,-9.748106471669846087e+02,-6.408305030771360578e+01,-6.408305030771360578e+01,-4.249872234995975440e+00,-1.001962732815608433e+03,-1.919516112905569116e+01,-1.919516112905569116e+01,-3.609677741888089653e+00
-6.482412060301508063e+02,2.000000000000000000e+02,-9.748109604266264796e+02,-9.748109604266264796e+02,-6.411117890949037701e+01,-6.411117890949037701e+01,-4.175395009013656455e+00,-1.001980326318756624e+03,-1.921777137154259663e+01,-1.921777137154259663e+01,-3.564457256914231653e+00
